topic,sentiment,date,month,count
User Interface and Functionality,negative,2023-03-10 03:34:54,2023-03-01,1
Social Networking and Engagement,negative,2023-03-10 03:34:54,2023-03-01,1
User Interface and Functionality,negative,2023-03-10 03:34:54,2023-03-01,1
App Updates and Changes,negative,2023-03-29 22:22:26,2023-03-01,1
App Updates and Changes,negative,2023-03-29 22:22:26,2023-03-01,1
User Interface and Functionality,negative,2023-03-29 22:22:26,2023-03-01,1
News and Information Sharing,positive,2023-03-06 12:53:20,2023-03-01,1
User Interface and Functionality,negative,2023-03-10 15:11:39,2023-03-01,1
User Interface and Functionality,negative,2023-03-10 15:11:39,2023-03-01,1
Social Networking and Engagement,negative,2023-03-10 15:11:39,2023-03-01,1
Social Networking and Engagement,negative,2023-03-08 14:54:59,2023-03-01,1
Content Moderation and Censorship,negative,2023-03-08 14:54:59,2023-03-01,1
Content Moderation and Censorship,negative,2023-03-08 14:54:59,2023-03-01,1
User Interface and Functionality,positive,2023-03-05 17:02:11,2023-03-01,1
Freedom of Speech and Expression,positive,2023-03-05 17:02:11,2023-03-01,1
User Interface and Functionality,neutral,2023-03-05 17:02:11,2023-03-01,1
User Interface and Functionality,negative,2023-03-29 22:10:08,2023-03-01,1
Privacy and Security,negative,2023-03-13 13:35:57,2023-03-01,1
Account Management,negative,2023-03-02 14:37:23,2023-03-01,1
User Interface and Functionality,negative,2023-03-02 14:37:23,2023-03-01,1
Advertising and Monetization,negative,2023-03-02 14:37:23,2023-03-01,1
Social Networking and Engagement,positive,2023-03-07 13:08:56,2023-03-01,1
Content Moderation and Censorship,negative,2023-03-25 23:38:01,2023-03-01,1
Leadership and Decision Making,positive,2023-03-25 23:38:01,2023-03-01,1
News and Information Sharing,positive,2023-03-25 23:38:01,2023-03-01,1
Freedom of Speech and Expression,positive,2023-03-06 11:53:09,2023-03-01,1
Account Management,positive,2023-03-06 11:53:09,2023-03-01,1
Freedom of Speech and Expression,positive,2023-03-06 11:53:09,2023-03-01,1
Misinformation and Fake Accounts,positive,2023-03-27 21:57:34,2023-03-01,1
News and Information Sharing,positive,2023-03-27 21:57:34,2023-03-01,1
Freedom of Speech and Expression,positive,2023-03-27 21:57:34,2023-03-01,1
Freedom of Speech and Expression,positive,2023-03-14 19:36:50,2023-03-01,1
Freedom of Speech and Expression,positive,2023-03-14 19:36:50,2023-03-01,1
Social Networking and Engagement,positive,2023-03-06 18:57:14,2023-03-01,1
Leadership and Decision Making,positive,2023-03-06 18:57:14,2023-03-01,1
App Updates and Changes,positive,2023-03-06 18:57:14,2023-03-01,1
User Interface and Functionality,negative,2023-03-16 20:36:54,2023-03-01,1
Privacy and Security,negative,2023-03-16 20:36:54,2023-03-01,1
Content Moderation and Censorship,negative,2023-03-18 17:29:33,2023-03-01,1
Content Moderation and Censorship,negative,2023-03-18 17:29:33,2023-03-01,1
User Interface and Functionality,negative,2023-03-18 17:29:33,2023-03-01,1
Privacy and Security,negative,2023-03-28 21:49:42,2023-03-01,1
Freedom of Speech and Expression,neutral,2023-03-28 21:49:42,2023-03-01,1
Platform Policies and Guidelines,neutral,2023-03-28 21:49:42,2023-03-01,1
Freedom of Speech and Expression,positive,2023-03-05 16:06:32,2023-03-01,1
App Updates and Changes,negative,2023-03-05 16:06:32,2023-03-01,1
Leadership and Decision Making,positive,2023-03-18 14:25:31,2023-03-01,1
Advertising and Monetization,negative,2023-03-13 13:44:30,2023-03-01,1
Account Management,negative,2023-03-13 13:44:30,2023-03-01,1
User Interface and Functionality,negative,2023-03-13 13:44:30,2023-03-01,1
Content Moderation and Censorship,negative,2023-03-08 12:06:30,2023-03-01,1
Social Networking and Engagement,positive,2023-03-09 14:52:09,2023-03-01,1
News and Information Sharing,positive,2023-03-09 14:52:09,2023-03-01,1
Leadership and Decision Making,positive,2023-03-09 14:52:09,2023-03-01,1
Platform Policies and Guidelines,neutral,2023-03-17 00:35:36,2023-03-01,1
User Interface and Functionality,positive,2023-03-17 00:35:36,2023-03-01,1
Misinformation and Fake Accounts,neutral,2023-03-23 14:02:18,2023-03-01,1
Community and Content,neutral,2023-03-23 14:02:18,2023-03-01,1
Social Networking and Engagement,positive,2023-03-23 14:02:18,2023-03-01,1
Freedom of Speech and Expression,positive,2023-03-17 05:57:14,2023-03-01,1
News and Information Sharing,positive,2023-03-17 05:57:14,2023-03-01,1
Freedom of Speech and Expression,positive,2023-03-17 05:57:14,2023-03-01,1
User Interface and Functionality,positive,2023-03-30 16:36:48,2023-03-01,1
Community and Content,positive,2023-03-30 16:36:48,2023-03-01,1
User Interface and Functionality,positive,2023-03-30 16:36:48,2023-03-01,1
News and Information Sharing,positive,2023-03-20 13:41:54,2023-03-01,1
User Interface and Functionality,positive,2023-03-22 12:36:30,2023-03-01,1
Social Networking and Engagement,positive,2023-03-22 12:36:30,2023-03-01,1
User Interface and Functionality,positive,2023-03-22 12:36:30,2023-03-01,1
Freedom of Speech and Expression,neutral,2023-03-31 05:02:37,2023-03-01,1
Social Networking and Engagement,neutral,2023-03-31 05:02:37,2023-03-01,1
User Interface and Functionality,negative,2023-03-31 05:02:37,2023-03-01,1
Leadership and Decision Making,positive,2023-03-26 23:07:47,2023-03-01,1
Freedom of Speech and Expression,positive,2023-03-26 23:07:47,2023-03-01,1
Leadership and Decision Making,negative,2023-03-26 23:07:47,2023-03-01,1
Freedom of Speech and Expression,negative,2023-03-10 20:00:14,2023-03-01,1
User Interface and Functionality,positive,2023-03-10 20:00:14,2023-03-01,1
Content Moderation and Censorship,negative,2023-03-14 12:42:06,2023-03-01,1
Privacy and Security,negative,2023-03-14 12:42:06,2023-03-01,1
Community and Content,positive,2023-03-22 17:18:12,2023-03-01,1
Misinformation and Fake Accounts,positive,2023-03-22 17:18:12,2023-03-01,1
User Interface and Functionality,negative,2023-03-24 12:53:33,2023-03-01,1
Customer Service,negative,2023-03-24 12:53:33,2023-03-01,1
User Interface and Functionality,negative,2023-03-24 12:53:33,2023-03-01,1
User Interface and Functionality,negative,2023-03-21 13:36:11,2023-03-01,1
Social Networking and Engagement,neutral,2023-03-11 17:59:19,2023-03-01,1
User Interface and Functionality,negative,2023-03-11 17:59:19,2023-03-01,1
Content Moderation and Censorship,negative,2023-03-11 17:59:19,2023-03-01,1
Privacy and Security,negative,2023-03-27 13:48:40,2023-03-01,1
Customer Service,negative,2023-03-27 13:48:40,2023-03-01,1
Account Management,negative,2023-03-27 13:48:40,2023-03-01,1
Notifications and Alerts,negative,2023-03-09 10:00:50,2023-03-01,1
App Updates and Changes,negative,2023-03-09 10:00:50,2023-03-01,1
Customer Service,negative,2023-03-09 10:00:50,2023-03-01,1
User Interface and Functionality,negative,2023-03-11 16:58:19,2023-03-01,1
Account Management,negative,2023-03-11 16:58:19,2023-03-01,1
Content Moderation and Censorship,positive,2023-03-11 16:58:19,2023-03-01,1
Privacy and Security,negative,2023-03-30 05:32:30,2023-03-01,1
Content Moderation and Censorship,negative,2023-03-30 05:32:30,2023-03-01,1
Privacy and Security,negative,2023-03-30 05:32:30,2023-03-01,1
User Interface and Functionality,negative,2023-03-15 20:23:06,2023-03-01,1
Algorithm and Content Curation,negative,2023-03-15 20:23:06,2023-03-01,1
User Interface and Functionality,negative,2023-03-15 20:23:06,2023-03-01,1
Freedom of Speech and Expression,positive,2023-03-29 17:05:11,2023-03-01,1
Leadership and Decision Making,positive,2023-03-24 15:45:41,2023-03-01,1
Freedom of Speech and Expression,positive,2023-03-24 15:45:41,2023-03-01,1
News and Information Sharing,positive,2023-03-24 15:45:41,2023-03-01,1
Leadership and Decision Making,positive,2023-03-11 23:49:02,2023-03-01,1
Account Management,negative,2023-03-11 23:49:02,2023-03-01,1
User Interface and Functionality,negative,2023-03-11 21:34:06,2023-03-01,1
User Interface and Functionality,negative,2023-03-11 21:34:06,2023-03-01,1
User Interface and Functionality,positive,2023-03-16 13:22:53,2023-03-01,1
News and Information Sharing,positive,2023-03-16 13:22:53,2023-03-01,1
Content Moderation and Censorship,negative,2023-03-30 23:05:10,2023-03-01,1
Content Moderation and Censorship,negative,2023-03-30 23:05:10,2023-03-01,1
Content Moderation and Censorship,negative,2023-03-30 23:05:10,2023-03-01,1
Content Moderation and Censorship,negative,2023-03-08 06:01:22,2023-03-01,1
Misinformation and Fake Accounts,negative,2023-03-08 06:01:22,2023-03-01,1
Leadership and Decision Making,negative,2023-03-08 06:01:22,2023-03-01,1
User Interface and Functionality,positive,2023-03-10 13:18:51,2023-03-01,1
User Interface and Functionality,positive,2023-03-10 13:18:51,2023-03-01,1
Algorithm and Content Curation,negative,2023-03-03 04:44:15,2023-03-01,1
Advertising and Monetization,negative,2023-03-03 04:44:15,2023-03-01,1
User Interface and Functionality,negative,2023-03-03 04:44:15,2023-03-01,1
User Interface and Functionality,negative,2023-03-30 23:36:26,2023-03-01,1
Notifications and Alerts,negative,2023-03-30 23:36:26,2023-03-01,1
Notifications and Alerts,negative,2023-03-30 23:36:26,2023-03-01,1
Social Networking and Engagement,positive,2023-04-25 07:31:59,2023-04-01,1
Community and Content,negative,2023-04-25 07:31:59,2023-04-01,1
Advertising and Monetization,negative,2023-04-25 07:31:59,2023-04-01,1
Misinformation and Fake Accounts,negative,2023-04-22 19:53:58,2023-04-01,1
Leadership and Decision Making,negative,2023-04-22 19:53:58,2023-04-01,1
Misinformation and Fake Accounts,neutral,2023-04-22 19:53:58,2023-04-01,1
User Interface and Functionality,negative,2023-04-21 18:09:13,2023-04-01,1
Algorithm and Content Curation,negative,2023-04-21 18:09:13,2023-04-01,1
User Interface and Functionality,negative,2023-04-21 18:09:13,2023-04-01,1
User Interface and Functionality,positive,2023-04-10 02:26:24,2023-04-01,1
Content Moderation and Censorship,positive,2023-04-30 16:55:34,2023-04-01,1
News and Information Sharing,positive,2023-04-30 16:55:34,2023-04-01,1
Leadership and Decision Making,positive,2023-04-22 11:57:56,2023-04-01,1
Freedom of Speech and Expression,positive,2023-04-22 11:57:56,2023-04-01,1
Freedom of Speech and Expression,positive,2023-04-22 11:57:56,2023-04-01,1
Mental Health and User Impact,positive,2023-04-23 11:49:01,2023-04-01,1
News and Information Sharing,positive,2023-04-23 11:49:01,2023-04-01,1
Misinformation and Fake Accounts,positive,2023-04-23 11:49:01,2023-04-01,1
Freedom of Speech and Expression,positive,2023-04-30 17:33:21,2023-04-01,1
User Interface and Functionality,positive,2023-04-30 17:33:21,2023-04-01,1
News and Information Sharing,positive,2023-04-30 17:33:21,2023-04-01,1
User Interface and Functionality,negative,2023-04-26 04:53:56,2023-04-01,1
App Updates and Changes,negative,2023-04-26 04:53:56,2023-04-01,1
App Updates and Changes,negative,2023-04-26 04:53:56,2023-04-01,1
Leadership and Decision Making,negative,2023-04-22 14:16:32,2023-04-01,1
Misinformation and Fake Accounts,negative,2023-04-22 14:16:32,2023-04-01,1
User Interface and Functionality,negative,2023-04-22 14:16:32,2023-04-01,1
Account Management,neutral,2023-04-10 03:20:57,2023-04-01,1
Freedom of Speech and Expression,positive,2023-04-10 03:20:57,2023-04-01,1
Notifications and Alerts,negative,2023-04-19 02:10:51,2023-04-01,1
Community and Content,positive,2023-04-19 02:10:51,2023-04-01,1
User Interface and Functionality,positive,2023-04-19 02:10:51,2023-04-01,1
User Interface and Functionality,negative,2023-04-15 02:55:15,2023-04-01,1
Customer Service,negative,2023-04-15 02:55:15,2023-04-01,1
App Updates and Changes,negative,2023-04-15 02:55:15,2023-04-01,1
Leadership and Decision Making,negative,2023-04-27 01:47:17,2023-04-01,1
Account Management,negative,2023-04-27 01:47:17,2023-04-01,1
Community and Content,negative,2023-04-27 01:47:17,2023-04-01,1
App Updates and Changes,positive,2023-04-26 21:04:40,2023-04-01,1
News and Information Sharing,positive,2023-04-26 21:04:40,2023-04-01,1
User Interface and Functionality,positive,2023-04-26 21:04:40,2023-04-01,1
Leadership and Decision Making,negative,2023-04-13 17:00:06,2023-04-01,1
Community and Content,negative,2023-04-13 17:00:06,2023-04-01,1
User Interface and Functionality,negative,2023-04-13 17:00:06,2023-04-01,1
Content Moderation and Censorship,negative,2023-04-26 02:02:48,2023-04-01,1
User Interface and Functionality,positive,2023-04-26 02:02:48,2023-04-01,1
Freedom of Speech and Expression,positive,2023-04-26 02:02:48,2023-04-01,1
Community and Content,positive,2023-04-01 10:39:01,2023-04-01,1
News and Information Sharing,positive,2023-04-01 10:39:01,2023-04-01,1
Algorithm and Content Curation,negative,2023-04-30 19:27:20,2023-04-01,1
User Interface and Functionality,negative,2023-04-30 19:27:20,2023-04-01,1
Content Moderation and Censorship,negative,2023-04-30 19:27:20,2023-04-01,1
Algorithm and Content Curation,negative,2023-04-09 20:13:28,2023-04-01,1
User Interface and Functionality,negative,2023-04-09 20:13:28,2023-04-01,1
Algorithm and Content Curation,negative,2023-04-09 20:13:28,2023-04-01,1
User Interface and Functionality,positive,2023-04-18 00:22:22,2023-04-01,1
Privacy and Security,positive,2023-04-18 00:22:22,2023-04-01,1
User Interface and Functionality,positive,2023-04-15 16:27:44,2023-04-01,1
User Interface and Functionality,positive,2023-04-15 16:27:44,2023-04-01,1
User Interface and Functionality,negative,2023-04-14 13:20:40,2023-04-01,1
Content Moderation and Censorship,negative,2023-04-14 13:20:40,2023-04-01,1
Content Moderation and Censorship,negative,2023-04-14 13:20:40,2023-04-01,1
User Interface and Functionality,negative,2023-04-02 01:40:46,2023-04-01,1
User Interface and Functionality,positive,2023-04-02 01:40:46,2023-04-01,1
Advertising and Monetization,negative,2023-04-02 01:40:46,2023-04-01,1
Freedom of Speech and Expression,negative,2023-04-29 20:47:30,2023-04-01,1
Leadership and Decision Making,positive,2023-04-29 20:47:30,2023-04-01,1
Social Networking and Engagement,positive,2023-04-29 20:47:30,2023-04-01,1
Privacy and Security,negative,2023-04-02 07:45:42,2023-04-01,1
Account Management,negative,2023-04-02 07:45:42,2023-04-01,1
Customer Service,negative,2023-04-02 07:45:42,2023-04-01,1
Algorithm and Content Curation,negative,2023-04-04 08:00:30,2023-04-01,1
User Interface and Functionality,positive,2023-04-04 08:00:30,2023-04-01,1
User Interface and Functionality,positive,2023-04-17 12:20:04,2023-04-01,1
User Interface and Functionality,positive,2023-04-17 12:20:04,2023-04-01,1
App Updates and Changes,positive,2023-04-09 03:02:15,2023-04-01,1
Platform Policies and Guidelines,positive,2023-04-09 03:02:15,2023-04-01,1
User Interface and Functionality,positive,2023-04-09 03:02:15,2023-04-01,1
Content Moderation and Censorship,negative,2023-04-26 02:25:53,2023-04-01,1
User Interface and Functionality,negative,2023-04-26 02:25:53,2023-04-01,1
Account Management,negative,2023-04-26 02:25:53,2023-04-01,1
Algorithm and Content Curation,negative,2023-04-04 21:59:34,2023-04-01,1
Algorithm and Content Curation,negative,2023-04-04 21:59:34,2023-04-01,1
User Interface and Functionality,negative,2023-04-04 21:59:34,2023-04-01,1
Privacy and Security,negative,2023-04-15 04:24:42,2023-04-01,1
Account Management,negative,2023-04-15 04:24:42,2023-04-01,1
Privacy and Security,negative,2023-04-15 04:24:42,2023-04-01,1
User Interface and Functionality,positive,2023-04-29 19:42:24,2023-04-01,1
Account Management,negative,2023-04-29 19:42:24,2023-04-01,1
News and Information Sharing,neutral,2023-04-27 05:42:17,2023-04-01,1
Algorithm and Content Curation,positive,2023-04-27 05:42:17,2023-04-01,1
User Interface and Functionality,positive,2023-04-27 21:15:19,2023-04-01,1
User Interface and Functionality,positive,2023-04-27 21:15:19,2023-04-01,1
Social Networking and Engagement,positive,2023-04-27 21:15:19,2023-04-01,1
Notifications and Alerts,negative,2023-04-17 12:40:24,2023-04-01,1
User Interface and Functionality,negative,2023-04-17 12:40:24,2023-04-01,1
Platform Policies and Guidelines,negative,2023-04-17 12:40:24,2023-04-01,1
User Interface and Functionality,neutral,2023-04-29 07:28:09,2023-04-01,1
Community and Content,positive,2023-04-29 07:28:09,2023-04-01,1
Freedom of Speech and Expression,positive,2023-04-29 07:28:09,2023-04-01,1
Algorithm and Content Curation,negative,2023-04-29 06:55:04,2023-04-01,1
Social Networking and Engagement,positive,2023-04-29 06:55:04,2023-04-01,1
Business and Advertising Tools,positive,2023-04-29 06:55:04,2023-04-01,1
Social Networking and Engagement,positive,2023-04-18 18:16:33,2023-04-01,1
Social Networking and Engagement,positive,2023-04-18 18:16:33,2023-04-01,1
Algorithm and Content Curation,negative,2023-04-16 13:42:03,2023-04-01,1
User Interface and Functionality,negative,2023-04-16 13:42:03,2023-04-01,1
Algorithm and Content Curation,negative,2023-04-16 13:42:03,2023-04-01,1
User Interface and Functionality,negative,2023-04-23 22:53:35,2023-04-01,1
Content Moderation and Censorship,negative,2023-04-23 22:53:35,2023-04-01,1
Content Moderation and Censorship,negative,2023-04-23 22:53:35,2023-04-01,1
Social Networking and Engagement,positive,2023-04-19 04:08:05,2023-04-01,1
User Interface and Functionality,neutral,2023-04-19 04:08:05,2023-04-01,1
User Interface and Functionality,neutral,2023-04-21 05:07:34,2023-04-01,1
Account Management,positive,2023-04-02 04:24:43,2023-04-01,1
Account Management,neutral,2023-04-02 04:24:43,2023-04-01,1
Account Management,positive,2023-04-02 04:24:43,2023-04-01,1
Leadership and Decision Making,positive,2023-04-16 21:02:48,2023-04-01,1
Freedom of Speech and Expression,neutral,2023-04-16 21:02:48,2023-04-01,1
Misinformation and Fake Accounts,neutral,2023-04-16 21:02:48,2023-04-01,1
Community and Content,positive,2023-04-24 01:25:58,2023-04-01,1
Social Networking and Engagement,positive,2023-04-24 01:25:58,2023-04-01,1
Account Management,negative,2023-04-11 15:49:11,2023-04-01,1
Content Moderation and Censorship,negative,2023-04-11 15:49:11,2023-04-01,1
Advertising and Monetization,negative,2023-04-11 15:49:11,2023-04-01,1
App Updates and Changes,negative,2023-04-26 23:59:01,2023-04-01,1
User Interface and Functionality,negative,2023-04-26 23:59:01,2023-04-01,1
User Interface and Functionality,negative,2023-04-26 23:59:01,2023-04-01,1
Freedom of Speech and Expression,positive,2023-04-19 21:31:05,2023-04-01,1
User Interface and Functionality,positive,2023-04-30 08:01:45,2023-04-01,1
Content Moderation and Censorship,negative,2023-04-30 08:01:45,2023-04-01,1
Freedom of Speech and Expression,positive,2023-04-30 08:01:45,2023-04-01,1
User Interface and Functionality,negative,2023-04-04 19:22:58,2023-04-01,1
Leadership and Decision Making,negative,2023-04-04 19:22:58,2023-04-01,1
Platform Policies and Guidelines,neutral,2023-04-04 19:22:58,2023-04-01,1
Account Management,negative,2023-04-10 02:58:30,2023-04-01,1
User Interface and Functionality,negative,2023-04-10 02:58:30,2023-04-01,1
Content Moderation and Censorship,negative,2023-04-10 02:58:30,2023-04-01,1
Freedom of Speech and Expression,positive,2023-04-23 07:23:05,2023-04-01,1
News and Information Sharing,positive,2023-04-23 07:23:05,2023-04-01,1
User Interface and Functionality,positive,2023-04-23 07:23:05,2023-04-01,1
Algorithm and Content Curation,negative,2023-04-01 18:47:22,2023-04-01,1
Content Moderation and Censorship,negative,2023-04-01 18:47:22,2023-04-01,1
User Interface and Functionality,negative,2023-04-01 18:47:22,2023-04-01,1
Freedom of Speech and Expression,positive,2023-04-26 07:17:03,2023-04-01,1
Platform Policies and Guidelines,positive,2023-04-26 07:17:03,2023-04-01,1
Misinformation and Fake Accounts,positive,2023-04-26 07:17:03,2023-04-01,1
Platform Policies and Guidelines,negative,2023-04-20 11:52:32,2023-04-01,1
Advertising and Monetization,negative,2023-04-20 11:52:32,2023-04-01,1
App Updates and Changes,negative,2023-04-20 11:52:32,2023-04-01,1
Advertising and Monetization,negative,2023-04-27 22:26:35,2023-04-01,1
User Interface and Functionality,negative,2023-04-27 22:26:35,2023-04-01,1
User Interface and Functionality,negative,2023-04-27 22:26:35,2023-04-01,1
Leadership and Decision Making,positive,2023-04-16 17:41:43,2023-04-01,1
Freedom of Speech and Expression,positive,2023-04-16 17:41:43,2023-04-01,1
Social Networking and Engagement,positive,2023-04-30 05:56:16,2023-04-01,1
Freedom of Speech and Expression,positive,2023-04-30 05:56:16,2023-04-01,1
User Interface and Functionality,negative,2023-04-17 17:05:16,2023-04-01,1
User Interface and Functionality,positive,2023-04-06 14:45:03,2023-04-01,1
Freedom of Speech and Expression,positive,2023-04-06 14:45:03,2023-04-01,1
Freedom of Speech and Expression,positive,2023-04-27 01:45:35,2023-04-01,1
Account Management,neutral,2023-04-27 01:45:35,2023-04-01,1
User Interface and Functionality,negative,2023-04-21 21:19:56,2023-04-01,1
Advertising and Monetization,negative,2023-04-21 21:19:56,2023-04-01,1
User Interface and Functionality,negative,2023-04-21 21:19:56,2023-04-01,1
User Interface and Functionality,neutral,2023-04-08 16:20:28,2023-04-01,1
User Interface and Functionality,negative,2023-04-08 16:20:28,2023-04-01,1
User Interface and Functionality,negative,2023-04-08 15:09:57,2023-04-01,1
Advertising and Monetization,neutral,2023-04-08 15:09:57,2023-04-01,1
Advertising and Monetization,negative,2023-04-08 15:09:57,2023-04-01,1
News and Information Sharing,positive,2023-04-20 20:44:49,2023-04-01,1
News and Information Sharing,positive,2023-04-20 20:44:49,2023-04-01,1
App Updates and Changes,positive,2023-04-27 04:24:50,2023-04-01,1
Account Management,positive,2023-04-27 04:24:50,2023-04-01,1
Leadership and Decision Making,positive,2023-04-27 04:24:50,2023-04-01,1
Leadership and Decision Making,positive,2023-04-25 22:03:42,2023-04-01,1
Content Moderation and Censorship,negative,2023-04-25 22:03:42,2023-04-01,1
Platform Policies and Guidelines,positive,2023-04-25 22:03:42,2023-04-01,1
Content Moderation and Censorship,negative,2023-04-30 03:54:44,2023-04-01,1
User Interface and Functionality,negative,2023-04-30 03:54:44,2023-04-01,1
Privacy and Security,negative,2023-04-30 03:54:44,2023-04-01,1
Algorithm and Content Curation,negative,2023-04-20 19:17:37,2023-04-01,1
Content Moderation and Censorship,negative,2023-04-20 19:17:37,2023-04-01,1
Leadership and Decision Making,negative,2023-04-20 19:17:37,2023-04-01,1
User Interface and Functionality,positive,2023-04-16 22:37:16,2023-04-01,1
Account Management,neutral,2023-04-16 22:37:16,2023-04-01,1
Social Networking and Engagement,positive,2023-04-16 16:57:09,2023-04-01,1
News and Information Sharing,positive,2023-04-16 16:57:09,2023-04-01,1
Content Moderation and Censorship,positive,2023-04-14 19:42:34,2023-04-01,1
Content Moderation and Censorship,negative,2023-04-23 00:20:29,2023-04-01,1
Freedom of Speech and Expression,positive,2023-04-23 00:20:29,2023-04-01,1
User Interface and Functionality,neutral,2023-04-01 16:00:06,2023-04-01,1
Content Moderation and Censorship,negative,2023-04-18 01:06:06,2023-04-01,1
Advertising and Monetization,negative,2023-04-18 01:06:06,2023-04-01,1
User Interface and Functionality,negative,2023-04-18 01:06:06,2023-04-01,1
User Interface and Functionality,negative,2023-04-10 15:56:26,2023-04-01,1
User Interface and Functionality,negative,2023-04-10 15:56:26,2023-04-01,1
User Interface and Functionality,negative,2023-04-10 15:56:26,2023-04-01,1
User Interface and Functionality,positive,2023-04-30 03:03:54,2023-04-01,1
Algorithm and Content Curation,positive,2023-04-30 03:03:54,2023-04-01,1
User Interface and Functionality,positive,2023-04-30 03:03:54,2023-04-01,1
User Interface and Functionality,negative,2023-04-26 12:51:58,2023-04-01,1
Leadership and Decision Making,negative,2023-04-26 12:51:58,2023-04-01,1
News and Information Sharing,negative,2023-04-26 12:51:58,2023-04-01,1
Community and Content,positive,2023-04-14 17:18:39,2023-04-01,1
Privacy and Security,positive,2023-04-14 17:18:39,2023-04-01,1
User Interface and Functionality,positive,2023-04-14 17:18:39,2023-04-01,1
Algorithm and Content Curation,negative,2023-04-22 17:44:45,2023-04-01,1
Account Management,negative,2023-04-22 17:44:45,2023-04-01,1
Content Moderation and Censorship,negative,2023-04-16 03:09:12,2023-04-01,1
App Updates and Changes,negative,2023-04-25 03:37:00,2023-04-01,1
Business and Advertising Tools,negative,2023-04-25 03:37:00,2023-04-01,1
Leadership and Decision Making,negative,2023-04-25 03:37:00,2023-04-01,1
News and Information Sharing,positive,2023-04-27 19:31:01,2023-04-01,1
Social Networking and Engagement,positive,2023-04-27 19:31:01,2023-04-01,1
Freedom of Speech and Expression,positive,2023-04-27 19:31:01,2023-04-01,1
Platform Policies and Guidelines,positive,2023-04-21 16:03:49,2023-04-01,1
Misinformation and Fake Accounts,positive,2023-04-21 16:03:49,2023-04-01,1
User Interface and Functionality,positive,2023-04-21 16:03:49,2023-04-01,1
Community and Content,positive,2023-04-16 01:57:30,2023-04-01,1
Freedom of Speech and Expression,positive,2023-04-16 01:57:30,2023-04-01,1
News and Information Sharing,negative,2023-04-16 01:57:30,2023-04-01,1
Freedom of Speech and Expression,positive,2023-04-16 20:43:11,2023-04-01,1
User Interface and Functionality,positive,2023-04-16 20:43:11,2023-04-01,1
App Updates and Changes,positive,2023-04-05 14:42:13,2023-04-01,1
Freedom of Speech and Expression,positive,2023-04-05 14:42:13,2023-04-01,1
Freedom of Speech and Expression,positive,2023-04-05 14:42:13,2023-04-01,1
Social Networking and Engagement,positive,2023-05-17 21:39:11,2023-05-01,1
Freedom of Speech and Expression,positive,2023-05-17 21:39:11,2023-05-01,1
Freedom of Speech and Expression,positive,2023-05-27 19:35:11,2023-05-01,1
Freedom of Speech and Expression,positive,2023-05-09 16:49:00,2023-05-01,1
Misinformation and Fake Accounts,positive,2023-05-09 16:49:00,2023-05-01,1
Leadership and Decision Making,positive,2023-05-09 16:49:00,2023-05-01,1
Content Moderation and Censorship,negative,2023-05-24 15:17:37,2023-05-01,1
Platform Policies and Guidelines,negative,2023-05-24 15:17:37,2023-05-01,1
Content Moderation and Censorship,negative,2023-05-24 15:17:37,2023-05-01,1
Advertising and Monetization,negative,2023-05-26 12:05:58,2023-05-01,1
Content Moderation and Censorship,negative,2023-05-26 12:05:58,2023-05-01,1
Advertising and Monetization,negative,2023-05-26 12:05:58,2023-05-01,1
User Interface and Functionality,negative,2023-05-08 22:06:24,2023-05-01,1
Leadership and Decision Making,negative,2023-05-08 22:06:24,2023-05-01,1
Community and Content,negative,2023-05-08 22:06:24,2023-05-01,1
Account Management,positive,2023-05-06 12:03:42,2023-05-01,1
Freedom of Speech and Expression,positive,2023-05-06 12:03:42,2023-05-01,1
Account Management,positive,2023-05-25 22:16:16,2023-05-01,1
Algorithm and Content Curation,positive,2023-05-25 22:16:16,2023-05-01,1
Freedom of Speech and Expression,positive,2023-05-25 22:16:16,2023-05-01,1
Freedom of Speech and Expression,positive,2023-05-28 12:08:04,2023-05-01,1
Content Moderation and Censorship,positive,2023-05-28 12:08:04,2023-05-01,1
Misinformation and Fake Accounts,positive,2023-05-20 01:05:42,2023-05-01,1
Misinformation and Fake Accounts,positive,2023-05-20 01:05:42,2023-05-01,1
Content Moderation and Censorship,positive,2023-05-08 19:00:45,2023-05-01,1
Community and Content,positive,2023-05-08 19:00:45,2023-05-01,1
User Interface and Functionality,negative,2023-05-16 08:23:51,2023-05-01,1
User Interface and Functionality,negative,2023-05-03 18:22:26,2023-05-01,1
Algorithm and Content Curation,negative,2023-05-03 18:22:26,2023-05-01,1
Community and Content,negative,2023-05-03 18:22:26,2023-05-01,1
Leadership and Decision Making,positive,2023-05-19 11:14:22,2023-05-01,1
Content Moderation and Censorship,negative,2023-05-19 11:14:22,2023-05-01,1
Leadership and Decision Making,negative,2023-05-19 11:14:22,2023-05-01,1
User Interface and Functionality,negative,2023-05-18 21:28:48,2023-05-01,1
Content Moderation and Censorship,negative,2023-05-18 21:28:48,2023-05-01,1
Account Management,negative,2023-05-18 21:28:48,2023-05-01,1
Freedom of Speech and Expression,positive,2023-05-10 05:43:56,2023-05-01,1
Social Networking and Engagement,positive,2023-05-22 02:57:29,2023-05-01,1
Leadership and Decision Making,negative,2023-05-22 02:57:29,2023-05-01,1
User Interface and Functionality,negative,2023-05-09 19:38:01,2023-05-01,1
User Interface and Functionality,negative,2023-05-09 19:38:01,2023-05-01,1
